Date,Local Route,Light Rail,Peak Service,Rapid Route,School,Other
11/05/2022,13897,8834,256,15412,4604,67
13/07/2020,5918,4376,113,8540,0,3
24/08/2021,1788,711,20,1714,27,14
12/10/2022,15012,10006,278,17394,4617,63
22/09/2021,2389,1013,18,2389,0,21
08/09/2022,13343,8664,224,15129,4322,104
18/05/2022,13723,8795,255,15675,4227,50
19/05/2020,6275,3094,92,6537,2527,1
06/05/2020,3735,2108,63,4605,140,16
20/03/2023,16522,10963,345,19721,5551,65
22/10/2021,6021,3057,41,6156,0,39
10/09/2021,2400,847,18,2299,0,36
16/07/2020,7046,5060,133,10048,0,2
24/11/2022,14678,9684,232,16618,3827,94
27/09/2023,13072,11190,322,19284,0,50
07/07/2023,10835,9020,205,14696,0,68
01/02/2021,12304,7426,267,13727,1217,42
10/08/2023,16090,11395,347,20162,4652,95
04/02/2021,16008,8818,269,16473,6887,76
07/12/2023,17506,10909,327,19972,3779,151
01/10/2022,3330,5908,0,7685,0,33
22/10/2020,13517,7067,250,13741,5340,38
21/10/2019,18176,11790,428,24814,5698,0
27/01/2022,7246,4565,94,8304,0,43
24/03/2022,13605,8230,260,15712,4796,69
04/05/2021,15234,8655,304,16176,5157,71
28/01/2022,7358,4799,83,8416,0,51
05/12/2021,1835,3029,0,4304,0,27
06/09/2022,14002,8943,237,15814,4669,35
02/12/2022,13977,10088,199,15873,2973,62
16/04/2021,11478,8901,234,14947,0,81
19/06/2020,9639,5855,115,10813,4784,5
05/08/2021,15753,9203,270,17369,5183,115
27/06/2020,2060,3718,0,4989,0,1
02/01/2021,2113,3514,0,4362,0,25
17/02/2021,16515,9313,288,17924,6045,79
04/02/2023,3792,5316,0,7711,0,20
08/08/2019,17055,11668,450,23975,2072,13
22/11/2019,17767,12251,344,22953,5243,88
25/08/2022,14093,9194,188,16142,4374,72
07/06/2021,15462,9033,287,16468,5400,69
01/05/2022,2116,3635,0,5166,0,15
08/07/2023,3336,4532,0,6482,0,16
18/11/2021,10609,6167,143,11415,4464,51
05/02/2023,2470,4481,0,6197,0,22
16/10/2022,2320,4285,0,6017,0,17
09/06/2021,14998,9167,317,16406,5297,56
01/09/2021,2093,791,24,2000,0,14
22/07/2020,11326,5558,153,11361,5060,34
16/02/2021,16939,8742,341,17743,6211,97
30/08/2022,14116,8863,225,15990,4392,54
29/06/2022,11434,8254,248,13939,2642,49
31/07/2022,1939,3626,0,4918,0,18
04/11/2022,14653,9360,176,15852,3994,80
22/11/2022,14214,9565,263,16618,4049,104
06/11/2020,13752,7333,194,13984,4941,31
09/04/2021,11445,9039,215,14506,0,54
11/11/2023,4154,6325,0,8797,0,17
28/09/2022,10443,8835,262,14540,0,41
16/03/2020,17139,9723,369,22739,6000,0
12/08/2021,12264,7130,217,13291,1925,55
09/01/2022,1473,2326,0,3350,0,30
30/11/2022,14266,9665,248,16658,3458,60
01/04/2022,12837,8514,181,14617,4692,67
28/07/2020,11472,5796,179,11497,5366,56
21/07/2021,15708,8764,325,16434,5252,110
10/04/2023,2417,3853,0,5766,0,21
16/05/2023,16229,11175,421,19552,5001,54
22/06/2023,14273,9779,302,17029,4072,121
22/04/2021,17017,9626,325,18501,5744,75
08/09/2020,12692,6269,189,12158,5132,53
07/09/2020,11841,5825,194,11846,5086,49
13/06/2021,2130,4063,0,5204,0,29
25/11/2022,14427,9851,169,17155,3529,73
13/11/2019,18610,12106,461,25270,5744,9
01/03/2021,16232,8903,310,17113,5857,72
02/11/2021,10172,5042,116,9436,4866,72
19/03/2023,2435,4340,0,6227,0,15
16/08/2021,2079,953,23,2185,14,11
13/05/2020,4050,2306,72,5347,869,0
06/02/2023,16019,10179,307,18489,5868,160
11/11/2021,11004,5523,129,10359,4731,77
28/08/2022,2035,4008,0,5240,0,22
11/09/2020,12248,6821,165,12700,4919,45
22/05/2022,1955,2981,0,4777,0,18
17/04/2022,1569,3203,0,4099,0,14
14/03/2023,17223,11618,355,20989,5625,73
28/01/2020,13109,9653,380,20317,0,0
26/06/2022,2032,3506,0,4891,0,28
19/07/2021,15032,8449,281,15625,5217,61
20/01/2023,11236,8943,200,14207,0,64
14/10/2023,4396,6369,0,8993,0,84
23/09/2022,13042,9011,161,14820,2928,93
28/10/2022,12670,9420,188,15280,2969,55
29/12/2022,5431,3887,18,6497,0,66
18/07/2021,2026,3035,0,4398,0,36
29/08/2022,12670,7783,220,14208,4386,56
20/09/2021,2136,909,23,2215,0,25
04/09/2021,590,433,0,1016,0,11
20/12/2021,8432,6021,172,10552,4,44
03/07/2020,8889,6077,113,11132,2966,4
28/10/2023,4339,6542,0,8932,0,22
06/11/2019,18955,12275,470,25228,5665,0
17/12/2020,12712,8500,249,14190,911,47
28/05/2021,16113,9808,246,16822,5178,91
23/03/2021,14108,8154,322,15402,5170,61
30/06/2021,10372,7411,273,13369,5,59
07/07/2020,7127,5241,142,10067,0,8
26/07/2022,13363,8790,227,15117,4590,54
01/04/2021,15612,9075,252,16471,4890,98
11/08/2021,15917,9295,319,17484,5160,58
03/09/2020,12307,6055,192,11891,5195,49
17/01/2020,12437,10255,315,19115,0,0
20/07/2019,5057,6692,0,7379,0,1
17/08/2023,15096,11170,343,19353,1922,106
09/12/2020,13538,8600,254,14832,2988,49
29/01/2022,2345,2973,0,4511,0,18
22/08/2019,18831,12491,439,26140,5497,1
07/12/2022,14224,10015,268,16799,2268,72
08/11/2021,9798,5040,140,9354,4516,67
23/07/2023,2687,4929,0,7061,0,21
23/12/2019,9651,7544,174,13305,0,0
20/02/2021,3241,4816,0,6232,0,27
10/01/2020,6154,9985,69,10609,0,1
02/04/2021,1268,2517,0,2850,0,12
17/12/2021,10707,7812,161,12696,596,52
03/12/2020,13587,8360,265,14944,4111,44
25/06/2022,3022,4736,0,6342,0,21
02/11/2020,13149,5827,247,12978,5084,51
11/08/2023,15810,11057,262,19274,4372,84
20/08/2019,19431,12269,479,26158,5835,0
30/03/2023,16112,11302,313,19714,4964,66
08/10/2023,2741,4863,0,6946,0,13
22/08/2022,13093,8338,228,15085,4394,32
25/09/2023,12217,10407,314,17834,0,36
07/09/2021,2035,853,24,2189,0,28
17/11/2022,14939,9916,227,16962,4006,62
17/08/2022,14023,9187,261,16260,4319,39
18/09/2021,708,585,0,1217,0,10
20/09/2022,14506,9955,258,16735,4284,115
15/12/2021,10815,6909,216,12610,854,44
23/01/2022,1616,2475,0,3771,0,22
01/08/2020,2174,3638,0,5068,0,45
18/11/2019,17675,11307,422,23598,5681,0
19/08/2020,10950,5173,172,10853,4996,55
04/12/2019,17360,11712,465,23467,4705,1
12/06/2022,1918,3625,0,4776,0,20
01/02/2022,11002,5388,112,10088,5151,55
07/01/2020,10356,7905,351,15447,0,0
04/05/2022,14028,8768,263,15588,4916,118
16/08/2019,18703,12607,346,25086,5447,0
09/08/2019,16883,10790,375,23007,5284,14
13/11/2020,13394,7584,198,13614,4672,65
07/07/2022,9635,7788,226,12984,0,72
12/04/2022,10254,7869,277,13742,0,48
25/12/2019,61,0,0,101,0,0
16/09/2019,18179,11701,496,24422,5790,0
14/07/2019,3584,3486,0,4761,0,3
19/03/2020,15491,7963,330,19246,5873,0
13/12/2020,2251,3621,0,4833,0,26
20/03/2021,3186,4406,0,5835,0,28
13/03/2020,18951,11915,373,25302,5882,0
19/01/2020,2614,3950,0,5203,0,3
24/04/2023,13698,9132,232,16254,1945,61
28/01/2021,10711,6942,280,12890,0,45
24/08/2020,11504,5692,156,11230,5247,55
05/03/2021,15957,9623,205,17175,4850,68
17/12/2023,3133,4329,0,6913,0,407
29/10/2022,3582,6057,0,7179,0,16
24/11/2020,13445,8019,278,14531,4690,80
08/02/2023,16614,10940,336,19728,5921,144
27/09/2019,18492,13384,329,25249,4745,0
16/02/2022,13027,6466,157,12947,5466,55
19/03/2021,16607,9711,236,16941,5569,57
15/12/2019,2865,4472,0,6323,0,0
27/03/2022,2031,2942,0,4909,0,33
10/04/2022,2035,3536,0,5237,0,24
15/04/2022,1155,2768,0,3000,0,8
25/09/2020,10814,5837,171,11165,4109,34
11/09/2022,2040,4185,0,5374,0,27
17/04/2021,3156,4913,0,6445,0,26
27/01/2020,2396,3371,0,5185,0,0
12/02/2021,15506,8650,230,15651,5317,79
01/11/2019,18179,12743,337,24242,5251,1
25/11/2023,4937,6813,0,9863,0,40
13/07/2023,11556,9933,312,16001,0,52
24/09/2021,2510,1025,16,2530,0,26
14/11/2022,13895,8761,271,15661,4206,54
28/09/2020,8822,6028,200,10349,0,28
19/01/2023,11337,8671,262,14881,0,66
16/08/2023,16791,11800,387,20936,4684,113
10/01/2022,5732,3548,73,6644,0,25
04/05/2020,3717,1952,70,4411,131,19
26/07/2023,16680,11726,347,20438,4738,99
